Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Author Keywords,Index Keywords,Document Type,Publication Stage,Access Type,Source,EID
"MacCrehan W.A., Reardon M.R., Duewer D.L.","7003651944;7102006860;7004083675;","Associating gunpowder and residues from commercial ammunition using compositional analysis",2002,"Journal of Forensic Sciences","47","2",,"260","266",,19,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036194704&partnerID=40&md5=8392c709943c310fa36dc576a871bb0b","Mailstop 8394, 100 Bureau Dr., Gaithersburg, MD 20899-8394, United States","MacCrehan, W.A., Mailstop 8394, 100 Bureau Dr., Gaithersburg, MD 20899-8394, United States; Reardon, M.R., Mailstop 8394, 100 Bureau Dr., Gaithersburg, MD 20899-8394, United States; Duewer, D.L., Mailstop 8394, 100 Bureau Dr., Gaithersburg, MD 20899-8394, United States","Compositional analysis; Diphenylamine; Ethyl centralite; Forensic science; Gunpowder; Gunshot residue; Handgun; Nitroglycerin; Propellant; Smokeless powder; Stabilizer","glyceryl trinitrate; gunpowder; propellant; article; capillary electrophoresis; chemical composition; comparative study; dispersion; forensic science; laboratory test; priority journal; solvent extraction; weapon; Calibration; Collodion; Diphenylamine; Firearms; Forensic Medicine; Nitroglycerin; Particle Size; Powders; Reproducibility of Results",Article,"Final",,Scopus,2-s2.0-0036194704
"Tagliaro F., Bortolotti F., Manetto G., Pascali V.L., Marigo M.","7006052078;7005050288;6602939733;35548225900;7003662505;","Dermal nitrate: An old marker of firearm discharge revisited with capillary electrophoresis",2002,"Electrophoresis","23","2",,"278","282",,14,"10.1002/1522-2683(200202)23:2<278::AID-ELPS278>3.0.CO;2-Q","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036180584&doi=10.1002%2f1522-2683%28200202%2923%3a2%3c278%3a%3aAID-ELPS278%3e3.0.CO%3b2-Q&partnerID=40&md5=cc7f6b0b6502efa9a650f92c4b0b264f","Institute of Forensic Medicine, Catholic University of the Sacred Heart, Rome, Italy; Department of Public Medicine and Health, Unit of Forensic Medicine, University of Verona, Policlinico, Verona, Italy; Department of Public Medicine and Health, Unit of Forensic Medicine, University of Verona, Policlinico, I-37134 Verona, Italy","Tagliaro, F., Institute of Forensic Medicine, Catholic University of the Sacred Heart, Rome, Italy; Bortolotti, F., Institute of Forensic Medicine, Catholic University of the Sacred Heart, Rome, Italy, Department of Public Medicine and Health, Unit of Forensic Medicine, University of Verona, Policlinico, I-37134 Verona, Italy; Manetto, G., Department of Public Medicine and Health, Unit of Forensic Medicine, University of Verona, Policlinico, Verona, Italy; Pascali, V.L., Institute of Forensic Medicine, Catholic University of the Sacred Heart, Rome, Italy; Marigo, M., Department of Public Medicine and Health, Unit of Forensic Medicine, University of Verona, Policlinico, Verona, Italy","Capillary electrophoresis; Capillary ion analysis; Gunshot residues; Nitrate; Nitrite","antimony; barium; biochemical marker; boric acid; bromide; buffer; gunpowder; lead; nitrate; nitrite; paraffin; silicon dioxide; absorption spectrophotometry; analytic method; article; capillary electrophoresis; chemical analysis; controlled study; electric potential; firearm; gunshot injury; hair analysis; human; human tissue; light absorption; mass spectrometry; reproducibility; scanning electron microscopy; screening test; sensitivity and specificity; skin; standard; Electrophoresis, Capillary; Firearms; Humans; Nitrates; Nitrites",Article,"Final",,Scopus,2-s2.0-0036180584
"Warren M.W., Falsetti A.B., Kravchenko I.I., Dunnam F.E., Van Rinsvelt H.A., Maples W.R.","7202137575;6603038152;8843897300;6507779566;6603610618;7004441977;","Elemental analysis of bone: Proton-induced X-ray emission testing in forensic cases",2002,"Forensic Science International","125","1",,"37","41",,34,"10.1016/S0379-0738(01)00614-4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0037165251&doi=10.1016%2fS0379-0738%2801%2900614-4&partnerID=40&md5=c5af91ec1392e228eeed75ef955e3ab4","Department of Anthropology, University of Florida, 1112 Turlington Hall, P.O Box 117305, Gainesville, FL 32611, United States; Department of Physics, University of Florida, P.O Box 118440, Gainesville, FL 32611, United States","Warren, M.W., Department of Anthropology, University of Florida, 1112 Turlington Hall, P.O Box 117305, Gainesville, FL 32611, United States; Falsetti, A.B., Department of Anthropology, University of Florida, 1112 Turlington Hall, P.O Box 117305, Gainesville, FL 32611, United States; Kravchenko, I.I., Department of Physics, University of Florida, P.O Box 118440, Gainesville, FL 32611, United States; Dunnam, F.E., Department of Physics, University of Florida, P.O Box 118440, Gainesville, FL 32611, United States; Van Rinsvelt, H.A., Department of Physics, University of Florida, P.O Box 118440, Gainesville, FL 32611, United States; Maples, W.R., Department of Anthropology, University of Florida, 1112 Turlington Hall, P.O Box 117305, Gainesville, FL 32611, United States","Cremation; Elemental analysis; Forensic anthropology; GSW; PIXE","lead; adult; article; bone; cause of death; chemical composition; controlled study; crime; female; gunshot injury; human; human tissue; male; posthumous care; priority journal; radiodiagnosis; technique; Bone and Bones; Forensic Medicine; Humans; Lead; Mortuary Practice; Spectrometry, X-Ray Emission; Wounds, Gunshot",Article,"Final",,Scopus,2-s2.0-0037165251
"Kovacević V., Krstić D., Jović M., Stanković Z., Milosavljević I., Marinković N.","7007044767;7003511079;6701307930;7003625593;7004166478;7003972175;","Histochemical detection of primary shell residue mixture in the entry of gunshot wounds [Histohemijsko dokazivanje rezidua inicijalne smese kapisle u ulaznom otvoru strelne rane.]",2002,"Vojnosanitetski pregled. Military-medical and pharmaceutical review","59","6 Suppl",,"33","37",,1,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0038825741&partnerID=40&md5=35211fac14b7b001dc9673547249a4ed","Vojnomedicinska akademija, ZPSM-Institut za sudsku medicinu, Beograd, Serbia","Kovacević, V., Vojnomedicinska akademija, ZPSM-Institut za sudsku medicinu, Beograd, Serbia; Krstić, D., Vojnomedicinska akademija, ZPSM-Institut za sudsku medicinu, Beograd, Serbia; Jović, M., Vojnomedicinska akademija, ZPSM-Institut za sudsku medicinu, Beograd, Serbia; Stanković, Z., Vojnomedicinska akademija, ZPSM-Institut za sudsku medicinu, Beograd, Serbia; Milosavljević, I., Vojnomedicinska akademija, ZPSM-Institut za sudsku medicinu, Beograd, Serbia; Marinković, N., Vojnomedicinska akademija, ZPSM-Institut za sudsku medicinu, Beograd, Serbia",,"alizarin red s; anthraquinone derivative; barium; diagnostic agent; lead; article; chemistry; firearm; forensic medicine; gunshot injury; human; in vitro study; injury; pathology; skin; Anthraquinones; Barium; Firearms; Forensic Medicine; Humans; Lead; Skin; Wounds, Gunshot",Article,"Final",,Scopus,2-s2.0-0038825741
"Zeichner A., Glattstein B.","7005860122;6603520952;","Recent developments in the methods of estimating shooting distance.",2002,"TheScientificWorldJournal","2",,,"573","585",,11,"10.1100/tsw.2002.140","https://www.scopus.com/inward/record.uri?eid=2-s2.0-1542649408&doi=10.1100%2ftsw.2002.140&partnerID=40&md5=85615d41b80faab615dfb29f1deedf84","Division of Identification and Forensic Science, Israel Police National Headquarters, Jerusalem, 91906, Israel","Zeichner, A., Division of Identification and Forensic Science, Israel Police National Headquarters, Jerusalem, 91906, Israel; Glattstein, B., Division of Identification and Forensic Science, Israel Police National Headquarters, Jerusalem, 91906, Israel",,"animal; autopsy; firearm; forensic medicine; gunshot injury; human; methodology; pathology; review; Animals; Autopsy; Firearms; Forensic Medicine; Humans; Wounds, Gunshot",Review,"Final",Open Access,Scopus,2-s2.0-1542649408
"Thormann W., Lurie I.S., McCord B., Marti U., Cenni B., Malik N.","7005530699;7006426157;7004001442;35575910800;6603115000;57194825856;","Advances of capillary electrophoresis in clinical and forensic analysis (1999-2000)",2001,"Electrophoresis","22","19",,"4216","4243",,89,"10.1002/1522-2683(200111)22:19<4216::AID-ELPS4216>3.0.CO;2-W","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0034747397&doi=10.1002%2f1522-2683%28200111%2922%3a19%3c4216%3a%3aAID-ELPS4216%3e3.0.CO%3b2-W&partnerID=40&md5=165c9e0871a24c5f89ecb0ee106cc7c1","Department of Clinical Pharma- Cology, McLean, VA, United States; University of Bern, Bern, Switzerland; US Drug Enforcement Admin- Istration, Special Testing and Research Laboratory, McLean, VA, United States; Clippinger Laboratories, Ohio University, Athens, OH, United States; Department of Clinical Chemistry, Inselspital, Bern, Switzerland; Institute of Legal Medicine, University of Bern, Bern, Switzerland","Thormann, W., Department of Clinical Pharma- Cology, McLean, VA, United States, Institute of Legal Medicine, University of Bern, Bern, Switzerland; Lurie, I.S., University of Bern, Bern, Switzerland; McCord, B., US Drug Enforcement Admin- Istration, Special Testing and Research Laboratory, McLean, VA, United States; Marti, U., Clippinger Laboratories, Ohio University, Athens, OH, United States; Cenni, B., Clippinger Laboratories, Ohio University, Athens, OH, United States; Malik, N., Department of Clinical Chemistry, Inselspital, Bern, Switzerland","Capillary electrophoresis; Clinical analysis; Forensic analysis; Review","3,4 methylenedioxyamphetamine; 3,4 methylenedioxymethamphetamine; alpha 1 antitrypsin; amfepramone; amphetamine; carbohydrate; clobenzorex; cocaine; ephedrine; explosive; fenfluramine; guaifenesin; gunpowder; hemoglobin; ink; ion; lipoprotein; methamphetamine; morphine; n ethyl 3,4 methylenedioxyamphetamine; nucleic acid; oligonucleotide; phenobarbital; phentermine; phenylpropanolamine; plasma protein; pseudoephedrine; theophylline; transferrin; unindexed drug; body fluid; capillary electrophoresis; controlled study; drug monitoring; forensic medicine; histology; human; medical literature; nucleic acid analysis; protein analysis; review; screening; seizure; clinical chemistry; methodology; Clinical Chemistry Tests; Electrophoresis, Capillary; Forensic Medicine",Review,"Final",,Scopus,2-s2.0-0034747397
"Brozek-Mucha Z., Jarosz J.","6602161516;7006680347;","Reconstruction of a crime involving the use of a firearm based on the study of case files and gunshot residue examination [Rekonstrukcja zdarzenia z uzyciem broni palnej na podstawie studium akt sprawy I badań śladów powystrzalowych]",2001,"Z Zagadnien Nauk Sadowych","45",,,"109","121",,4,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0035716375&partnerID=40&md5=9ef5e4604b45f4be6183cfb519a73a49","Institute of Forensic Research, Cracow, Poland","Brozek-Mucha, Z., Institute of Forensic Research, Cracow, Poland; Jarosz, J., Institute of Forensic Research, Cracow, Poland","Case files study; Estimation of the shooting distance; Gunshot residues (GSR)/Cartridge discharge residues (CDR); Reconstruction of the crime; SEM-EDX","gunpowder; article; case report; clothing; crime; firearm; forensic medicine; gunshot injury; human; physical chemistry; Poland; police",Article,"Final",,Scopus,2-s2.0-0035716375
"Brozek-Mucha Z., Zadora G.","6602161516;6603075450;","Frequency of occurrence of certain chemical classes of GSR from various ammunition types",2001,"Z Zagadnien Nauk Sadowych","46",,,"281","287",,6,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0035717511&partnerID=40&md5=4cc464a2f4187aa313d00aa25f3ab9d1","Institute of Forensic Research, Cracow, Poland","Brozek-Mucha, Z., Institute of Forensic Research, Cracow, Poland; Zadora, G., Institute of Forensic Research, Cracow, Poland","Cluster analysis; Frequency of occurrence of primer residues; Gunshot residues (GSR); Multivariate statistical methods; SEM-EDX automatic search","antimony; barium; gunpowder; lead; chemical analysis; cluster analysis; conference paper; firearm; scanning electron microscopy; statistical analysis",Conference Paper,"Final",,Scopus,2-s2.0-0035717511
"Phillips S.A.","36917211800;","Pyrotechnic residues analysis - Detection and analysis of characteristic particles by SEM-EDS",2001,"Z Zagadnien Nauk Sadowych","46",,,"311","316",,2,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0035717512&partnerID=40&md5=8ad33a4074772bbcef8e5430bc4bb7b5","Forensic Explosives Laboratory, Defence Eval. and Research Agency, Fort Halstead, Sevenoaks, United Kingdom","Phillips, S.A., Forensic Explosives Laboratory, Defence Eval. and Research Agency, Fort Halstead, Sevenoaks, United Kingdom","Forensic science; Pyrotechnic residues; SEM-EDS; Spheroid particles","explosive; chemical composition; combustion; conference paper; device; forensic identification; particle size; scanning electron microscopy; spectroscopy",Conference Paper,"Final",,Scopus,2-s2.0-0035717512
"Schütz F., Bonfanti M.S., Desboeufs S.","6701646883;7003446206;6504042156;","Evaluation of parameters influencing GSR's retention on shooter's hands",2001,"Z Zagadnien Nauk Sadowych","47",,,"380","386",,2,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0035717614&partnerID=40&md5=f851105697e50e4aa503521d39fc3a08","Institute Forensic Sci./Criminology, University of Lausanne, Lausanne, Switzerland","Schütz, F., Institute Forensic Sci./Criminology, University of Lausanne, Lausanne, Switzerland; Bonfanti, M.S., Institute Forensic Sci./Criminology, University of Lausanne, Lausanne, Switzerland; Desboeufs, S., Institute Forensic Sci./Criminology, University of Lausanne, Lausanne, Switzerland","Data interpretation; GSR; Persistence; Transfer","gunpowder; conference paper; gunshot injury; human; Switzerland; weapon; X ray spectrometry",Conference Paper,"Final",,Scopus,2-s2.0-0035717614
"Mastruko V.","6507049574;","Forensic use of Philips XL 30 ESEM",2001,"Z Zagadnien Nauk Sadowych","47",,,"363","367",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0035715768&partnerID=40&md5=07012a4880fd64d571289dadc0ef3547","Forensic Ctr. of Min. of Interior, Zagreb, Croatia","Mastruko, V., Forensic Ctr. of Min. of Interior, Zagreb, Croatia","GSR; SEM","computer program; conference paper; Croatia; diagnostic value; forensic science; gunshot injury; scanning electron microscopy",Conference Paper,"Final",,Scopus,2-s2.0-0035715768
"Brozek-Mucha Z., Jankowicz A.","6602161516;15737086500;","Evaluation of the possibility of differentiation between various types of ammunition by means of GSR examination with SEM-EDX method",2001,"Forensic Science International","123","1",,"39","47",,48,"10.1016/S0379-0738(01)00518-7","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0035891493&doi=10.1016%2fS0379-0738%2801%2900518-7&partnerID=40&md5=7a30b1cebd2b6ae79fa112bb6cb349cc","Institute of Forensic Research, Westerplatte 9, 31-033 Cracow, Poland; Faculty of Chemistry, Jagiellonian University, Ingardena 3, 30-060 Cracow, Poland","Brozek-Mucha, Z., Institute of Forensic Research, Westerplatte 9, 31-033 Cracow, Poland; Jankowicz, A., Faculty of Chemistry, Jagiellonian University, Ingardena 3, 30-060 Cracow, Poland","Cartridge discharge residues (CDR); Gunshot residues (GSR); Non-parametric statistical methods; Rank correlation coefficients: R-Spearman and τ-Kendall; SEM-EDX; Wilcoxon sum rank test","aluminum; carbon; gunpowder; accuracy; article; controlled study; correlation function; energy; firearm; hand; human; morphology; priority journal; scanning electron microscopy; X ray spectrometry; Forensic Medicine; Humans; Metals; Statistics, Nonparametric; Wounds, Gunshot",Article,"Final",,Scopus,2-s2.0-0035891493
